Date,Market,Open,Jodi,Close,Jodis,Pattis
27/12/2022,Kalyan,260,81.0,236,,
28/12/2022,Kalyan,140,55.0,690,,
29/12/2022,Kalyan,360,90.0,145,,
30/12/2022,Kalyan,267,58.0,260,,
31/12/2022,Kalyan,169,61.0,137,,
02/01/2023,Kalyan,260,87.0,359,,
03/01/2023,Kalyan,137,11.0,588,,
04/01/2023,Kalyan,678,11.0,380,,
05/01/2023,Kalyan,567,85.0,348,,
06/01/2023,Kalyan,579,17.0,467,,
07/01/2023,Kalyan,470,19.0,126,,
09/01/2023,Kalyan,469,97.0,368,,
10/01/2023,Kalyan,247,35.0,230,,
11/01/2023,Kalyan,359,79.0,180,,
12/01/2023,Kalyan,690,57.0,124,,
13/01/2023,Kalyan,179,72.0,246,,
14/01/2023,Kalyan,247,33.0,670,,
16/01/2023,Kalyan,460,2.0,110,,
17/01/2023,Kalyan,669,15.0,122,,
18/01/2023,Kalyan,245,15.0,168,,
19/01/2023,Kalyan,899,69.0,450,,
20/01/2023,Kalyan,360,96.0,790,,
21/01/2023,Kalyan,459,82.0,246,,
23/01/2023,Kalyan,225,94.0,167,,
24/01/2023,Kalyan,177,56.0,123,,
25/01/2023,Kalyan,378,80.0,389,,
27/01/2023,Kalyan,279,89.0,568,,
28/01/2023,Kalyan,137,15.0,230,,
30/01/2023,Kalyan,338,48.0,170,,
31/01/2023,Kalyan,256,38.0,125,,
01/02/2023,Kalyan,130,48.0,378,,
02/02/2023,Kalyan,580,30.0,569,,
03/02/2023,Kalyan,400,47.0,368,,
04/02/2023,Kalyan,236,12.0,570,,
06/02/2023,Kalyan,266,44.0,130,,
07/02/2023,Kalyan,199,95.0,168,,
08/02/2023,Kalyan,780,53.0,238,,
09/02/2023,Kalyan,100,11.0,470,,
10/02/2023,Kalyan,129,22.0,679,,
11/02/2023,Kalyan,270,92.0,589,,
13/02/2023,Kalyan,279,80.0,127,,
14/02/2023,Kalyan,599,39.0,469,,
15/02/2023,Kalyan,889,52.0,336,,
16/02/2023,Kalyan,330,68.0,189,,
17/02/2023,Kalyan,790,67.0,566,,
18/02/2023,Kalyan,700,73.0,355,,
20/02/2023,Kalyan,680,43.0,670,,
21/02/2023,Kalyan,137,11.0,579,,
22/02/2023,Kalyan,780,50.0,244,,
23/02/2023,Kalyan,380,12.0,336,,
24/02/2023,Kalyan,589,26.0,268,,
25/02/2023,Kalyan,113,56.0,240,,
27/02/2023,Kalyan,168,51.0,489,,
28/02/2023,Kalyan,199,94.0,130,,
01/03/2023,Kalyan,567,85.0,366,,
02/03/2023,Kalyan,259,60.0,334,,
03/03/2023,Kalyan,256,37.0,467,,
04/03/2023,Kalyan,579,16.0,259,,
06/03/2023,Kalyan,227,14.0,590,,
07/03/2023,Kalyan,229,34.0,590,,
09/03/2023,Kalyan,568,93.0,238,,
10/03/2023,Kalyan,367,61.0,470,,
11/03/2023,Kalyan,358,64.0,248,,
13/03/2023,Kalyan,135,96.0,169,,
14/03/2023,Kalyan,479,0.0,145,,
15/03/2023,Kalyan,157,30.0,145,,
16/03/2023,Kalyan,599,38.0,378,,
17/03/2023,Kalyan,567,89.0,450,,
18/03/2023,Kalyan,459,83.0,256,,
20/03/2023,Kalyan,124,76.0,150,,
21/03/2023,Kalyan,570,22.0,679,,
22/03/2023,Kalyan,550,7.0,566,,
23/03/2023,Kalyan,126,97.0,340,,
24/03/2023,Kalyan,280,1.0,380,,
25/03/2023,Kalyan,456,58.0,134,,
27/03/2023,Kalyan,779,36.0,169,,
28/03/2023,Kalyan,567,87.0,359,,
29/03/2023,Kalyan,247,37.0,700,,
30/03/2023,Kalyan,450,95.0,168,,
31/03/2023,Kalyan,448,68.0,350,,
01/04/2023,Kalyan,145,7.0,160,,
03/04/2023,Kalyan,150,60.0,127,,
04/04/2023,Kalyan,369,81.0,137,,
05/04/2023,Kalyan,257,43.0,355,,
06/04/2023,Kalyan,269,72.0,660,,
07/04/2023,Kalyan,390,26.0,150,,
08/04/2023,Kalyan,126,98.0,567,,
10/04/2023,Kalyan,278,70.0,460,,
11/04/2023,Kalyan,235,4.0,590,,
12/04/2023,Kalyan,248,42.0,679,,
13/04/2023,Kalyan,236,17.0,250,,
14/04/2023,Kalyan,230,58.0,567,,
15/04/2023,Kalyan,300,35.0,780,,
17/04/2023,Kalyan,236,12.0,345,,
18/04/2023,Kalyan,359,76.0,169,,
19/04/2023,Kalyan,366,51.0,560,,
20/04/2023,Kalyan,589,27.0,368,,
21/04/2023,Kalyan,780,52.0,345,,
22/04/2023,Kalyan,389,4.0,257,,
24/04/2023,Kalyan,160,71.0,560,,
25/04/2023,Kalyan,266,41.0,128,,
26/04/2023,Kalyan,480,28.0,378,,
27/04/2023,Kalyan,170,83.0,139,,
28/04/2023,Kalyan,580,38.0,378,,
29/04/2023,Kalyan,280,0.0,127,,
01/05/2023,Kalyan,288,88.0,170,,
02/05/2023,Kalyan,249,55.0,456,,
03/05/2023,Kalyan,880,63.0,148,,
04/05/2023,Kalyan,557,79.0,469,,
05/05/2023,Kalyan,368,71.0,489,,
06/05/2023,Kalyan,240,62.0,589,,
08/05/2023,Kalyan,247,38.0,459,,
09/05/2023,Kalyan,229,37.0,124,,
10/05/2023,Kalyan,229,35.0,267,,
11/05/2023,Kalyan,899,63.0,670,,
12/05/2023,Kalyan,390,22.0,570,,
13/05/2023,Kalyan,456,51.0,137,,
15/05/2023,Kalyan,566,71.0,669,,
16/05/2023,Kalyan,399,15.0,357,,
17/05/2023,Kalyan,389,0.0,145,,
18/05/2023,Kalyan,239,42.0,129,,
19/05/2023,Kalyan,389,6.0,358,,
20/05/2023,Kalyan,149,45.0,456,,
22/05/2023,Kalyan,668,5.0,357,,
23/05/2023,Kalyan,337,36.0,178,,
24/05/2023,Kalyan,569,6.0,367,,
25/05/2023,Kalyan,799,56.0,240,,
26/05/2023,Kalyan,348,56.0,169,,
27/05/2023,Kalyan,569,6.0,349,,
29/05/2023,Kalyan,122,54.0,257,,
30/05/2023,Kalyan,889,58.0,459,,
31/05/2023,Kalyan,345,20.0,479,,
01/06/2023,Kalyan,459,86.0,240,,
02/06/2023,Kalyan,157,37.0,179,,
03/06/2023,Kalyan,346,32.0,138,,
05/06/2023,Kalyan,447,58.0,800,,
06/06/2023,Kalyan,267,58.0,224,,
07/06/2023,Kalyan,499,20.0,460,,
08/06/2023,Kalyan,336,24.0,248,,
09/06/2023,Kalyan,569,0.0,479,,
10/06/2023,Kalyan,237,29.0,270,,
12/06/2023,Kalyan,469,92.0,688,,
13/06/2023,Kalyan,368,78.0,459,,
14/06/2023,Kalyan,778,24.0,158,,
15/06/2023,Kalyan,137,19.0,360,,
16/06/2023,Kalyan,677,1.0,588,,
17/06/2023,Kalyan,690,52.0,200,,
19/06/2023,Kalyan,445,30.0,550,,
20/06/2023,Kalyan,179,76.0,448,,
21/06/2023,Kalyan,280,3.0,346,,
22/06/2023,Kalyan,259,61.0,588,,
23/06/2023,Kalyan,346,33.0,139,,
24/06/2023,Kalyan,359,73.0,490,,
26/06/2023,Kalyan,122,55.0,889,,
27/06/2023,Kalyan,167,41.0,344,,
28/06/2023,Kalyan,570,24.0,167,,
29/06/2023,Kalyan,345,20.0,190,,
30/06/2023,Kalyan,237,26.0,240,,
01/07/2023,Kalyan,580,31.0,128,,
03/07/2023,Kalyan,690,53.0,256,,
04/07/2023,Kalyan,167,43.0,689,,
05/07/2023,Kalyan,168,56.0,123,,
06/07/2023,Kalyan,168,51.0,146,,
07/07/2023,Kalyan,568,95.0,230,,
08/07/2023,Kalyan,567,80.0,460,,
10/07/2023,Kalyan,570,27.0,278,,
11/07/2023,Kalyan,159,53.0,157,,
12/07/2023,Kalyan,178,61.0,470,,
13/07/2023,Kalyan,568,94.0,167,,
14/07/2023,Kalyan,150,61.0,236,,
15/07/2023,Kalyan,130,46.0,899,,
17/07/2023,Kalyan,469,92.0,480,,
18/07/2023,Kalyan,700,74.0,266,,
19/07/2023,Kalyan,399,14.0,590,,
20/07/2023,Kalyan,149,43.0,490,,
21/07/2023,Kalyan,689,31.0,137,,
22/07/2023,Kalyan,488,3.0,139,,
24/07/2023,Kalyan,600,63.0,779,,
25/07/2023,Kalyan,379,92.0,237,,
26/07/2023,Kalyan,224,83.0,157,,
27/07/2023,Kalyan,700,74.0,239,,
28/07/2023,Kalyan,459,86.0,880,,
29/07/2023,Kalyan,789,40.0,668,,
31/07/2023,Kalyan,770,41.0,588,,
01/08/2023,Kalyan,300,39.0,388,,
02/08/2023,Kalyan,157,35.0,456,,
03/08/2023,Kalyan,599,30.0,136,,
04/08/2023,Kalyan,489,18.0,288,,
05/08/2023,Kalyan,778,26.0,259,,
07/08/2023,Kalyan,450,96.0,178,,
08/08/2023,Kalyan,789,48.0,170,,
09/08/2023,Kalyan,380,10.0,488,,
10/08/2023,Kalyan,140,59.0,450,,
11/08/2023,Kalyan,269,78.0,990,,
12/08/2023,Kalyan,348,57.0,359,,
14/08/2023,Kalyan,469,95.0,339,,
16/08/2023,Kalyan,270,98.0,125,,
17/08/2023,Kalyan,278,74.0,248,,
18/08/2023,Kalyan,367,64.0,248,,
19/08/2023,Kalyan,233,84.0,167,,
21/08/2023,Kalyan,236,13.0,229,,
22/08/2023,Kalyan,136,0.0,578,,
23/08/2023,Kalyan,135,92.0,679,,
24/08/2023,Kalyan,578,1.0,344,,
25/08/2023,Kalyan,269,76.0,367,,
26/08/2023,Kalyan,240,67.0,269,,
28/08/2023,Kalyan,899,62.0,336,,
29/08/2023,Kalyan,110,24.0,266,,
30/08/2023,Kalyan,589,22.0,480,,
31/08/2023,Kalyan,128,12.0,246,,
01/09/2023,Kalyan,559,99.0,289,,
02/09/2023,Kalyan,790,60.0,578,,
04/09/2023,Kalyan,290,18.0,459,,
05/09/2023,Kalyan,345,29.0,559,,
06/09/2023,Kalyan,336,25.0,889,,
07/09/2023,Kalyan,380,19.0,234,,
08/09/2023,Kalyan,245,18.0,468,,
09/09/2023,Kalyan,780,51.0,236,,
11/09/2023,Kalyan,568,95.0,357,,
12/09/2023,Kalyan,188,77.0,890,,
13/09/2023,Kalyan,600,69.0,568,,
14/09/2023,Kalyan,346,37.0,700,,
15/09/2023,Kalyan,567,81.0,560,,
16/09/2023,Kalyan,290,12.0,237,,
18/09/2023,Kalyan,230,57.0,467,,
19/09/2023,Kalyan,580,32.0,480,,
20/09/2023,Kalyan,136,3.0,247,,
21/09/2023,Kalyan,368,70.0,136,,
22/09/2023,Kalyan,144,95.0,159,,
23/09/2023,Kalyan,249,54.0,789,,
25/09/2023,Kalyan,368,78.0,990,,
26/09/2023,Kalyan,367,60.0,235,,
27/09/2023,Kalyan,399,10.0,145,,
28/09/2023,Kalyan,677,6.0,790,,
29/09/2023,Kalyan,570,28.0,288,,
30/09/2023,Kalyan,148,39.0,450,,
02/10/2023,Kalyan,114,68.0,170,,
03/10/2023,Kalyan,355,33.0,256,,
04/10/2023,Kalyan,460,0.0,226,,
05/10/2023,Kalyan,266,45.0,168,,
06/10/2023,Kalyan,690,52.0,255,,
07/10/2023,Kalyan,479,1.0,236,,
09/10/2023,Kalyan,368,75.0,456,,
10/10/2023,Kalyan,490,37.0,133,,
11/10/2023,Kalyan,178,67.0,467,,
12/10/2023,Kalyan,156,26.0,367,,
13/10/2023,Kalyan,180,90.0,136,,
14/10/2023,Kalyan,459,89.0,180,,
16/10/2023,Kalyan,268,67.0,179,,
17/10/2023,Kalyan,667,90.0,145,,
18/10/2023,Kalyan,199,95.0,357,,
19/10/2023,Kalyan,680,44.0,158,,
20/10/2023,Kalyan,229,35.0,447,,
21/10/2023,Kalyan,566,72.0,237,,
23/10/2023,Kalyan,880,67.0,566,,
24/10/2023,Kalyan,223,75.0,799,,
25/10/2023,Kalyan,689,39.0,379,,
26/10/2023,Kalyan,160,73.0,779,,
27/10/2023,Kalyan,368,77.0,278,,
28/10/2023,Kalyan,135,93.0,580,,
30/10/2023,Kalyan,479,4.0,158,,
31/10/2023,Kalyan,468,83.0,337,,
01/11/2023,Kalyan,668,8.0,288,,
02/11/2023,Kalyan,113,51.0,470,,
03/11/2023,Kalyan,167,41.0,380,,
04/11/2023,Kalyan,460,0.0,370,,
06/11/2023,Kalyan,269,74.0,167,,
07/11/2023,Kalyan,156,28.0,189,,
08/11/2023,Kalyan,148,31.0,489,,
09/11/2023,Kalyan,257,40.0,479,,
20/11/2023,Kalyan,159,53.0,148,,
21/11/2023,Kalyan,348,53.0,120,,
22/11/2023,Kalyan,357,51.0,137,,
23/11/2023,Kalyan,289,98.0,378,,
24/11/2023,Kalyan,257,48.0,260,,
25/11/2023,Kalyan,179,70.0,389,,
27/11/2023,Kalyan,269,76.0,268,,
28/11/2023,Kalyan,146,13.0,139,,
29/11/2023,Kalyan,230,56.0,169,,
30/11/2023,Kalyan,235,6.0,790,,
01/12/2023,Kalyan,580,33.0,139,,
02/12/2023,Kalyan,120,31.0,489,,
04/12/2023,Kalyan,469,90.0,460,,
05/12/2023,Kalyan,270,97.0,340,,
06/12/2023,Kalyan,256,35.0,447,,
07/12/2023,Kalyan,690,56.0,178,,
08/12/2023,Kalyan,588,13.0,445,,
09/12/2023,Kalyan,124,72.0,129,,
11/12/2023,Kalyan,259,69.0,234,,
12/12/2023,Kalyan,257,46.0,600,,
13/12/2023,Kalyan,450,96.0,349,,
14/12/2023,Kalyan,120,38.0,224,,
15/12/2023,Kalyan,112,48.0,134,,
16/12/2023,Kalyan,150,65.0,230,,
18/12/2023,Kalyan,138,22.0,237,,
19/12/2023,Kalyan,249,59.0,379,,
20/12/2023,Kalyan,589,29.0,478,,
21/12/2023,Kalyan,248,44.0,356,,
22/12/2023,Kalyan,470,14.0,680,,
23/12/2023,Kalyan,678,16.0,349,,
25/12/2023,Kalyan,158,48.0,288,,
26/12/2023,Kalyan,677,2.0,589,,
27/12/2023,Kalyan,589,24.0,455,,
28/12/2023,Kalyan,267,53.0,580,,
29/12/2023,Kalyan,690,54.0,347,,
30/12/2023,Kalyan,135,97.0,250,,
01/01/2024,Kalyan,446,41.0,560,,
02/01/2024,Kalyan,169,60.0,280,,
03/01/2024,Kalyan,135,95.0,267,,
04/01/2024,Kalyan,240,63.0,355,,
05/01/2024,Kalyan,480,25.0,690,,
06/01/2024,Kalyan,245,15.0,140,,
08/01/2024,Kalyan,467,73.0,238,,
09/01/2024,Kalyan,112,42.0,138,,
10/01/2024,Kalyan,200,29.0,577,,
11/01/2024,Kalyan,790,63.0,355,,
12/01/2024,Kalyan,256,38.0,134,,
13/01/2024,Kalyan,290,12.0,345,,
15/01/2024,Kalyan,449,75.0,339,,
16/01/2024,Kalyan,890,75.0,140,,
17/01/2024,Kalyan,345,27.0,890,,
18/01/2024,Kalyan,280,5.0,690,,
19/01/2024,Kalyan,589,25.0,339,,
20/01/2024,Kalyan,490,37.0,160,,
22/01/2024,Kalyan,689,30.0,226,,
23/01/2024,Kalyan,300,37.0,269,,
24/01/2024,Kalyan,230,51.0,380,,
25/01/2024,Kalyan,137,14.0,680,,
27/01/2024,Kalyan,237,20.0,145,,
29/01/2024,Kalyan,568,91.0,489,,
30/01/2024,Kalyan,124,72.0,589,,
31/01/2024,Kalyan,139,30.0,668,,
01/02/2024,Kalyan,167,45.0,690,,
02/02/2024,Kalyan,334,4.0,149,,
03/02/2024,Kalyan,455,48.0,378,,
05/02/2024,Kalyan,137,16.0,268,,
06/02/2024,Kalyan,556,62.0,688,,
07/02/2024,Kalyan,770,45.0,159,,
08/02/2024,Kalyan,368,72.0,499,,
09/02/2024,Kalyan,189,87.0,700,,
10/02/2024,Kalyan,379,98.0,170,,
12/02/2024,Kalyan,578,1.0,344,,
13/02/2024,Kalyan,126,97.0,124,,
14/02/2024,Kalyan,578,6.0,150,,
15/02/2024,Kalyan,226,7.0,278,,
16/02/2024,Kalyan,447,52.0,237,,
17/02/2024,Kalyan,390,25.0,168,,
19/02/2024,Kalyan,446,44.0,266,,
20/02/2024,Kalyan,479,4.0,257,,
21/02/2024,Kalyan,159,52.0,129,,
22/02/2024,Kalyan,112,40.0,460,,
23/02/2024,Kalyan,569,3.0,779,,
24/02/2024,Kalyan,558,89.0,478,,
26/02/2024,Kalyan,779,32.0,390,,
27/02/2024,Kalyan,668,8.0,378,,
28/02/2024,Kalyan,348,58.0,170,,
29/02/2024,Kalyan,168,56.0,457,,
01/03/2024,Kalyan,699,47.0,340,,
02/03/2024,Kalyan,450,96.0,178,,
04/03/2024,Kalyan,234,93.0,670,,
05/03/2024,Kalyan,467,76.0,358,,
06/03/2024,Kalyan,120,37.0,467,,
07/03/2024,Kalyan,124,72.0,110,,
08/03/2024,Kalyan,226,3.0,689,,
09/03/2024,Kalyan,479,3.0,256,,
11/03/2024,Kalyan,599,39.0,360,,
12/03/2024,Kalyan,480,27.0,458,,
13/03/2024,Kalyan,580,39.0,225,,
14/03/2024,Kalyan,145,8.0,288,,
15/03/2024,Kalyan,589,28.0,189,,
16/03/2024,Kalyan,289,96.0,457,,
18/03/2024,Kalyan,267,59.0,568,,
19/03/2024,Kalyan,790,60.0,370,,
20/03/2024,Kalyan,237,27.0,359,,
21/03/2024,Kalyan,580,33.0,256,,
22/03/2024,Kalyan,123,66.0,790,,
23/03/2024,Kalyan,446,40.0,235,,
26/03/2024,Kalyan,577,97.0,250,,
27/03/2024,Kalyan,348,55.0,249,,
28/03/2024,Kalyan,256,39.0,234,,
29/03/2024,Kalyan,677,8.0,990,,
30/03/2024,Kalyan,478,91.0,560,,
01/04/2024,Kalyan,900,96.0,448,,
02/04/2024,Kalyan,880,64.0,338,,
03/04/2024,Kalyan,667,97.0,359,,
04/04/2024,Kalyan,455,41.0,470,,
05/04/2024,Kalyan,680,49.0,289,,
06/04/2024,Kalyan,148,36.0,123,,
08/04/2024,Kalyan,347,44.0,338,,
09/04/2024,Kalyan,355,32.0,255,,
10/04/2024,Kalyan,233,88.0,558,,
11/04/2024,Kalyan,170,83.0,229,,
12/04/2024,Kalyan,600,64.0,347,,
13/04/2024,Kalyan,367,67.0,223,,
15/04/2024,Kalyan,112,46.0,790,,
16/04/2024,Kalyan,270,97.0,160,,
17/04/2024,Kalyan,357,52.0,679,,
18/04/2024,Kalyan,990,81.0,137,,
19/04/2024,Kalyan,370,2.0,345,,
20/04/2024,Kalyan,235,4.0,680,,
22/04/2024,Kalyan,569,3.0,256,,
23/04/2024,Kalyan,248,49.0,577,,
24/04/2024,Kalyan,257,42.0,147,,
25/04/2024,Kalyan,160,78.0,468,,
26/04/2024,Kalyan,358,67.0,890,,
27/04/2024,Kalyan,569,2.0,390,,
29/04/2024,Kalyan,779,33.0,580,,
30/04/2024,Kalyan,568,92.0,138,,
01/05/2024,Kalyan,230,58.0,189,,
02/05/2024,Kalyan,349,60.0,136,,
03/05/2024,Kalyan,145,8.0,468,,
04/05/2024,Kalyan,390,24.0,257,,
06/05/2024,Kalyan,147,27.0,250,,
07/05/2024,Kalyan,589,21.0,335,,
08/05/2024,Kalyan,116,83.0,670,,
09/05/2024,Kalyan,359,79.0,180,,
10/05/2024,Kalyan,668,1.0,489,,
11/05/2024,Kalyan,158,44.0,789,,
13/05/2024,Kalyan,234,98.0,369,,
14/05/2024,Kalyan,149,40.0,569,,
15/05/2024,Kalyan,347,45.0,249,,
16/05/2024,Kalyan,568,96.0,457,,
17/05/2024,Kalyan,267,53.0,779,,
18/05/2024,Kalyan,238,30.0,190,,
20/05/2024,Kalyan,156,26.0,150,,
21/05/2024,Kalyan,349,66.0,114,,
22/05/2024,Kalyan,133,70.0,118,,
23/05/2024,Kalyan,136,2.0,589,,
24/05/2024,Kalyan,399,16.0,240,,
25/05/2024,Kalyan,347,42.0,147,,
27/05/2024,Kalyan,370,0.0,578,,
28/05/2024,Kalyan,259,63.0,120,,
29/05/2024,Kalyan,126,94.0,130,,
30/05/2024,Kalyan,455,44.0,338,,
31/05/2024,Kalyan,400,46.0,178,,
01/06/2024,Kalyan,157,34.0,680,,
03/06/2024,Kalyan,688,27.0,890,,
04/06/2024,Kalyan,178,63.0,599,,
05/06/2024,Kalyan,799,50.0,127,,
06/06/2024,Kalyan,113,53.0,599,,
07/06/2024,Kalyan,269,72.0,390,,
08/06/2024,Kalyan,277,62.0,390,,
10/06/2024,Kalyan,688,29.0,379,,
11/06/2024,Kalyan,223,75.0,690,,
12/06/2024,Kalyan,144,90.0,389,,
13/06/2024,Kalyan,116,82.0,228,,
14/06/2024,Kalyan,359,70.0,677,,
15/06/2024,Kalyan,556,65.0,249,,
17/06/2024,Kalyan,669,15.0,249,,
18/06/2024,Kalyan,480,25.0,140,,
19/06/2024,Kalyan,359,75.0,780,,
20/06/2024,Kalyan,237,26.0,600,,
21/06/2024,Kalyan,247,31.0,146,,
22/06/2024,Kalyan,234,98.0,170,,
24/06/2024,Kalyan,789,45.0,168,,
25/06/2024,Kalyan,660,26.0,268,,
26/06/2024,Kalyan,349,64.0,149,,
27/06/2024,Kalyan,130,47.0,115,,
28/06/2024,Kalyan,880,66.0,457,,
29/06/2024,Kalyan,560,15.0,690,,
01/07/2024,Kalyan,467,77.0,458,,
02/07/2024,Kalyan,123,66.0,358,,
03/07/2024,Kalyan,138,24.0,167,,
04/07/2024,Kalyan,268,64.0,347,,
05/07/2024,Kalyan,489,13.0,445,,
06/07/2024,Kalyan,468,84.0,356,,
08/07/2024,Kalyan,679,26.0,367,,
09/07/2024,Kalyan,450,91.0,335,,
10/07/2024,Kalyan,129,29.0,900,,
11/07/2024,Kalyan,260,88.0,116,,
12/07/2024,Kalyan,578,4.0,400,,
13/07/2024,Kalyan,177,55.0,168,,
15/07/2024,Kalyan,450,95.0,690,,
16/07/2024,Kalyan,148,37.0,467,,
17/07/2024,Kalyan,668,2.0,480,,
18/07/2024,Kalyan,900,99.0,289,,
19/07/2024,Kalyan,458,70.0,226,,
20/07/2024,Kalyan,459,82.0,679,,
22/07/2024,Kalyan,690,55.0,267,,
23/07/2024,Kalyan,560,13.0,120,,
24/07/2024,Kalyan,689,34.0,266,,
25/07/2024,Kalyan,346,31.0,560,,
26/07/2024,Kalyan,256,39.0,234,,
27/07/2024,Kalyan,125,89.0,135,,
29/07/2024,Kalyan,900,94.0,167,,
30/07/2024,Kalyan,679,23.0,229,,
31/07/2024,Kalyan,129,27.0,115,,
01/08/2024,Kalyan,489,13.0,247,,
02/08/2024,Kalyan,369,81.0,146,,
03/08/2024,Kalyan,699,49.0,270,,
05/08/2024,Kalyan,488,7.0,179,,
06/08/2024,Kalyan,150,67.0,188,,
07/08/2024,Kalyan,130,46.0,448,,
08/08/2024,Kalyan,220,49.0,270,,
09/08/2024,Kalyan,330,64.0,239,,
10/08/2024,Kalyan,459,87.0,160,,
12/08/2024,Kalyan,489,16.0,457,,
13/08/2024,Kalyan,568,99.0,360,,
14/08/2024,Kalyan,130,40.0,479,,
16/08/2024,Kalyan,599,33.0,247,,
17/08/2024,Kalyan,125,82.0,138,,
19/08/2024,Kalyan,389,4.0,266,,
20/08/2024,Kalyan,446,45.0,249,,
21/08/2024,Kalyan,688,24.0,356,,
22/08/2024,Kalyan,669,16.0,367,,
23/08/2024,Kalyan,189,89.0,144,,
24/08/2024,Kalyan,138,28.0,378,,
26/08/2024,Kalyan,129,28.0,116,,
27/08/2024,Kalyan,237,25.0,140,,
28/08/2024,Kalyan,669,16.0,268,,
29/08/2024,Kalyan,560,12.0,147,,
30/08/2024,Kalyan,246,20.0,280,,
31/08/2024,Kalyan,259,65.0,159,,
02/09/2024,Kalyan,130,46.0,169,,
03/09/2024,Kalyan,125,85.0,348,,
04/09/2024,Kalyan,289,90.0,578,,
05/09/2024,Kalyan,890,72.0,589,,
06/09/2024,Kalyan,340,72.0,679,,
07/09/2024,Kalyan,126,93.0,238,,
09/09/2024,Kalyan,268,69.0,450,,
10/09/2024,Kalyan,124,76.0,600,,
11/09/2024,Kalyan,489,12.0,345,,
12/09/2024,Kalyan,680,45.0,348,,
13/09/2024,Kalyan,247,30.0,389,,
14/09/2024,Kalyan,128,14.0,356,,
16/09/2024,Kalyan,370,8.0,260,,
17/09/2024,Kalyan,369,85.0,267,,
18/09/2024,Kalyan,369,87.0,160,,
19/09/2024,Kalyan,356,40.0,235,,
20/09/2024,Kalyan,245,13.0,148,,
21/09/2024,Kalyan,380,14.0,699,,
23/09/2024,Kalyan,113,54.0,400,,
24/09/2024,Kalyan,459,82.0,200,,
25/09/2024,Kalyan,247,34.0,248,,
26/09/2024,Kalyan,179,70.0,235,,
27/09/2024,Kalyan,348,57.0,359,,
28/09/2024,Kalyan,578,3.0,256,,
30/09/2024,Kalyan,134,85.0,230,,
01/10/2024,Kalyan,330,64.0,699,,
02/10/2024,Kalyan,770,47.0,250,,
03/10/2024,Kalyan,170,87.0,340,,
04/10/2024,Kalyan,116,85.0,159,,
05/10/2024,Kalyan,289,97.0,250,,
07/10/2024,Kalyan,447,58.0,350,,
08/10/2024,Kalyan,578,6.0,268,,
09/10/2024,Kalyan,780,51.0,344,,
10/10/2024,Kalyan,588,13.0,490,,
11/10/2024,Kalyan,269,74.0,158,,
12/10/2024,Kalyan,157,39.0,289,,
14/10/2024,Kalyan,126,91.0,245,,
15/10/2024,Kalyan,788,35.0,168,,
16/10/2024,Kalyan,350,82.0,138,,
17/10/2024,Kalyan,159,53.0,139,,
18/10/2024,Kalyan,230,56.0,349,,
19/10/2024,Kalyan,127,7.0,124,,
21/10/2024,Kalyan,178,62.0,480,,
22/10/2024,Kalyan,137,10.0,136,,
23/10/2024,Kalyan,680,49.0,478,,
24/10/2024,Kalyan,456,51.0,470,,
25/10/2024,Kalyan,470,19.0,379,,
26/10/2024,Kalyan,456,56.0,367,,
06/11/2024,Kalyan,369,80.0,136,,
07/11/2024,Kalyan,348,52.0,147,,
08/11/2024,Kalyan,170,84.0,590,,
09/11/2024,Kalyan,350,87.0,179,,
11/11/2024,Kalyan,140,51.0,489,,
12/11/2024,Kalyan,577,91.0,128,,
13/11/2024,Kalyan,257,41.0,137,,
14/11/2024,Kalyan,456,57.0,377,,
15/11/2024,Kalyan,588,19.0,478,,
16/11/2024,Kalyan,379,95.0,258,,
18/11/2024,Kalyan,460,5.0,168,,
19/11/2024,Kalyan,667,90.0,479,,
20/11/2024,Kalyan,557,74.0,770,,
21/11/2024,Kalyan,136,6.0,259,,
22/11/2024,Kalyan,119,19.0,234,,
23/11/2024,Kalyan,268,63.0,689,,
25/11/2024,Kalyan,379,90.0,280,,
26/11/2024,Kalyan,346,34.0,400,,
27/11/2024,Kalyan,260,82.0,200,,
28/11/2024,Kalyan,370,9.0,144,,
29/11/2024,Kalyan,589,28.0,260,,
30/11/2024,Kalyan,137,19.0,577,,
02/12/2024,Kalyan,467,72.0,480,,
03/12/2024,Kalyan,337,34.0,347,,
04/12/2024,Kalyan,138,21.0,380,,
05/12/2024,Kalyan,580,32.0,156,,
06/12/2024,Kalyan,156,21.0,489,,
07/12/2024,Kalyan,158,42.0,129,,
09/12/2024,Kalyan,168,58.0,170,,
10/12/2024,Kalyan,224,84.0,347,,
11/12/2024,Kalyan,488,0.0,299,,
12/12/2024,Kalyan,114,67.0,359,,
13/12/2024,Kalyan,677,6.0,277,,
14/12/2024,Kalyan,667,98.0,378,,
16/12/2024,Kalyan,479,3.0,157,,
17/12/2024,Kalyan,468,82.0,589,,
18/12/2024,Kalyan,679,29.0,667,,
19/12/2024,Kalyan,379,90.0,226,,
20/12/2024,Kalyan,560,14.0,455,,
21/12/2024,Kalyan,114,66.0,367,,
23/12/2024,Kalyan,578,2.0,589,,
24/12/2024,Kalyan,699,40.0,235,,
25/12/2024,Kalyan,199,92.0,345,,
26/12/2024,Kalyan,116,85.0,780,,
27/12/2024,Kalyan,569,0.0,136,,
28/12/2024,Kalyan,800,88.0,260,,
