Market,Date,Open,Jodi,Close,Patti,Posted,day_of_week,is_weekend,open_sum,close_sum,mirror_open,mirror_close,reverse_jodi,is_holiday,prev_jodi_distance
Rajdhani Night,16/11/2021,366,57,124,,,Tuesday,False,15.0,7.0,633,875,75,False,12.0
Time Bazar,16/11/2021,240,61,146,,,Tuesday,False,6.0,11.0,759,853,16,False,48.0
Kalyan,16/11/2022,600,64,158,,,Wednesday,False,6.0,14.0,399,841,46,False,12.0
Main Bazar,16/11/2022,237,24,149,,,Wednesday,False,12.0,14.0,762,850,42,False,42.0
Milan Day,16/11/2022,246,26,448,,,Wednesday,False,12.0,16.0,753,551,62,False,0.0
Milan Night,16/11/2022,289,94,239,,,Wednesday,False,19.0,14.0,710,760,49,False,65.0
Rajdhani Day,16/11/2022,337,34,789,,,Wednesday,False,13.0,24.0,662,210,43,False,20.0
Rajdhani Night,16/11/2022,590,43,157,,,Wednesday,False,14.0,13.0,409,842,34,False,14.0
Time Bazar,16/11/2022,560,13,120,,,Wednesday,False,11.0,3.0,439,879,31,False,48.0
Kalyan,16/11/2024,379,95,258,,,Saturday,True,19.0,15.0,620,741,59,False,31.0
Milan Day,16/11/2024,157,36,268,,,Saturday,True,13.0,16.0,842,731,63,False,10.0
Milan Night,16/11/2024,340,77,458,,,Saturday,True,7.0,17.0,659,541,77,False,17.0
Rajdhani Day,16/11/2024,157,38,468,,,Saturday,True,13.0,18.0,842,531,83,False,4.0
Time Bazar,16/11/2024,577,92,778,,,Saturday,True,19.0,22.0,422,221,29,False,79.0
Rajdhani Day,16/12/2019,125,84,158,,,Monday,False,8.0,14.0,874,841,48,False,46.0
Rajdhani Day,16/12/2020,237,20,127,,,Wednesday,False,12.0,10.0,762,872,2,False,64.0
Kalyan,16/12/2021,278,74,446,,,Thursday,False,17.0,14.0,721,553,47,False,21.0
Rajdhani Day,16/12/2021,667,93,580,,,Thursday,False,19.0,13.0,332,419,39,False,73.0
Rajdhani Night,16/12/2021,399,12,147,,,Thursday,False,21.0,12.0,600,852,21,False,31.0
Time Bazar,16/12/2021,370,4,356,,,Thursday,False,10.0,14.0,629,643,40,False,88.0
Kalyan,16/12/2022,258,58,125,,,Friday,False,15.0,8.0,741,874,85,False,16.0
Main Bazar,16/12/2022,400,44,112,,,Friday,False,4.0,4.0,599,887,44,False,20.0
Milan Day,16/12/2022,700,71,100,,,Friday,False,7.0,1.0,299,899,17,False,35.0
Milan Night,16/12/2022,159,56,899,,,Friday,False,15.0,26.0,840,100,65,False,21.0
Rajdhani Day,16/12/2022,370,9,360,,,Friday,False,10.0,9.0,629,639,90,False,84.0
Rajdhani Night,16/12/2022,255,27,115,,,Friday,False,12.0,7.0,744,884,72,False,15.0
Time Bazar,16/12/2022,380,19,126,,,Friday,False,11.0,9.0,619,873,91,False,15.0
Kalyan,16/12/2023,150,65,230,,,Saturday,True,6.0,5.0,849,769,56,False,7.0
Milan Day,16/12/2023,288,81,155,,,Saturday,True,18.0,11.0,711,844,18,False,10.0
Milan Night,16/12/2023,359,76,123,,,Saturday,True,17.0,6.0,640,876,67,False,20.0
Rajdhani Day,16/12/2023,250,79,568,,,Saturday,True,7.0,19.0,749,431,97,False,70.0
Time Bazar,16/12/2023,348,54,789,,,Saturday,True,15.0,24.0,651,210,45,False,35.0
Kalyan,16/12/2024,479,3,157,,,Monday,False,20.0,13.0,520,842,30,False,62.0
Main Bazar,16/12/2024,290,16,259,,,Monday,False,11.0,16.0,709,740,61,False,28.0
Milan Day,16/12/2024,136,7,179,,,Monday,False,10.0,17.0,863,820,70,False,74.0
Milan Night,16/12/2024,490,31,227,,,Monday,False,13.0,11.0,509,772,13,False,45.0
Rajdhani Day,16/12/2024,678,10,235,,,Monday,False,21.0,10.0,321,764,1,False,69.0
Rajdhani Night,16/12/2024,456,52,679,,,Monday,False,15.0,22.0,543,320,25,False,25.0
Time Bazar,16/12/2024,466,64,590,,,Monday,False,16.0,14.0,533,409,46,False,10.0
Rajdhani Day,17/01/2019,116,87,467,,,Thursday,False,8.0,17.0,883,532,78,False,77.0
Rajdhani Day,17/01/2020,269,76,600,,,Friday,False,17.0,6.0,730,399,67,False,11.0
Time Bazar,17/01/2021,239,41,560,,,Sunday,True,14.0,11.0,760,439,14,False,23.0
Kalyan,17/01/2022,569,5,339,,,Monday,False,20.0,15.0,430,660,50,False,2.0
Main Bazar,17/01/2022,270,94,167,,,Monday,False,9.0,14.0,729,832,49,False,78.0
Milan Night,17/01/2022,378,81,227,,,Monday,False,18.0,11.0,621,772,18,False,50.0
Rajdhani Day,17/01/2022,159,57,890,,,Monday,False,15.0,17.0,840,109,75,False,19.0
Rajdhani Night,17/01/2022,599,31,560,,,Monday,False,23.0,11.0,400,439,13,False,21.0
Time Bazar,17/01/2022,468,85,230,,,Monday,False,18.0,5.0,531,769,58,False,44.0
Kalyan,17/01/2023,669,15,122,,,Tuesday,False,21.0,5.0,330,877,51,False,10.0
Main Bazar,17/01/2023,249,52,336,,,Tuesday,False,15.0,12.0,750,663,25,False,42.0
Milan Day,17/01/2023,137,12,156,,,Tuesday,False,11.0,12.0,862,843,21,False,5.0
Milan Night,17/01/2023,246,25,500,,,Tuesday,False,12.0,5.0,753,499,52,False,56.0
Rajdhani Day,17/01/2023,179,78,350,,,Tuesday,False,17.0,8.0,820,649,87,False,21.0
Rajdhani Night,17/01/2023,179,72,228,,,Tuesday,False,17.0,12.0,820,771,27,False,41.0
Time Bazar,17/01/2023,589,25,267,,,Tuesday,False,22.0,15.0,410,732,52,False,60.0
Kalyan,17/01/2024,345,27,890,,,Wednesday,False,12.0,17.0,654,109,72,False,12.0
Main Bazar,17/01/2024,124,78,170,,,Wednesday,False,7.0,8.0,875,829,87,False,26.0
Milan Day,17/01/2024,477,81,669,,,Wednesday,False,18.0,21.0,522,330,18,False,69.0
Milan Night,17/01/2024,369,88,440,,,Wednesday,False,18.0,8.0,630,559,88,False,63.0
Rajdhani Day,17/01/2024,179,70,460,,,Wednesday,False,17.0,10.0,820,539,7,False,8.0
Rajdhani Night,17/01/2024,235,1,344,,,Wednesday,False,10.0,11.0,764,655,10,False,71.0
Time Bazar,17/01/2024,370,0,578,,,Wednesday,False,10.0,20.0,629,421,0,False,25.0
Kalyan,17/01/2025,390,28,350,,,Friday,False,12.0,8.0,609,649,82,False,1.0
Main Bazar,17/01/2025,149,49,333,,,Friday,False,14.0,9.0,850,666,94,False,29.0
Milan Day,17/01/2025,366,56,240,,,Friday,False,15.0,6.0,633,759,65,False,25.0
Milan Night,17/01/2025,260,88,189,,,Friday,False,8.0,18.0,739,810,88,False,0.0
Rajdhani Day,17/01/2025,160,78,279,,,Friday,False,7.0,18.0,839,720,87,False,8.0
Rajdhani Night,17/01/2025,480,27,160,,,Friday,False,12.0,7.0,519,839,72,False,26.0
Time Bazar,17/01/2025,440,83,779,,,Friday,False,8.0,23.0,559,220,38,False,83.0
Rajdhani Day,17/02/2018,600,68,567,,,Saturday,True,6.0,18.0,399,432,86,False,10.0
Rajdhani Day,17/02/2020,145,1,290,,,Monday,False,10.0,11.0,854,709,10,False,67.0
Kalyan,17/02/2021,388,93,166,,,Wednesday,False,19.0,13.0,611,833,39,False,65.0
Rajdhani Day,17/02/2021,570,24,699,,,Wednesday,False,12.0,24.0,429,300,42,False,23.0
Rajdhani Night,17/02/2021,579,12,390,,,Wednesday,False,21.0,12.0,420,609,21,False,15.0
Time Bazar,17/02/2021,124,70,389,,,Wednesday,False,7.0,20.0,875,610,7,False,13.0
Kalyan,17/02/2022,200,27,359,,,Thursday,False,2.0,17.0,799,640,72,False,66.0
Main Bazar,17/02/2022,256,30,370,,,Thursday,False,13.0,10.0,743,629,3,False,19.0
Milan Night,17/02/2022,177,50,389,,,Thursday,False,15.0,20.0,822,610,5,False,38.0
Rajdhani Day,17/02/2022,156,22,336,,,Thursday,False,12.0,12.0,843,663,22,False,2.0
Rajdhani Night,17/02/2022,150,64,220,,,Thursday,False,6.0,4.0,849,779,46,False,52.0
Time Bazar,17/02/2022,670,31,669,,,Thursday,False,13.0,21.0,329,330,13,False,39.0
Kalyan,17/02/2023,790,67,566,,,Friday,False,16.0,17.0,209,433,76,False,40.0
Main Bazar,17/02/2023,229,36,466,,,Friday,False,13.0,16.0,770,533,63,False,6.0
Milan Day,17/02/2023,368,71,470,,,Friday,False,17.0,11.0,631,529,17,False,15.0
Milan Night,17/02/2023,470,14,680,,,Friday,False,11.0,14.0,529,319,41,False,36.0
Rajdhani Day,17/02/2023,236,13,256,,,Friday,False,11.0,13.0,763,743,31,False,9.0
Rajdhani Night,17/02/2023,790,69,289,,,Friday,False,16.0,19.0,209,710,96,False,5.0
Time Bazar,17/02/2023,160,71,146,,,Friday,False,7.0,11.0,839,853,17,False,40.0
Kalyan,17/02/2024,390,25,168,,,Saturday,True,12.0,15.0,609,831,52,False,42.0
Milan Day,17/02/2024,359,78,279,,,Saturday,True,17.0,18.0,640,720,87,False,7.0
Milan Night,17/02/2024,358,62,246,,,Saturday,True,16.0,12.0,641,753,26,False,48.0
Rajdhani Day,17/02/2024,368,70,668,,,Saturday,True,17.0,20.0,631,331,7,False,57.0
Time Bazar,17/02/2024,347,46,240,,,Saturday,True,14.0,6.0,652,759,64,False,25.0
Kalyan,17/02/2025,255,21,137,,,Monday,False,12.0,11.0,744,862,12,False,4.0
Main Bazar,17/02/2025,156,29,388,,,Monday,False,12.0,19.0,843,611,92,False,7.0
Milan Day,17/02/2025,135,95,258,,,Monday,False,9.0,15.0,864,741,59,False,17.0
Milan Night,17/02/2025,116,89,234,,,Monday,False,8.0,9.0,883,765,98,False,27.0
Rajdhani Day,17/02/2025,240,67,359,,,Monday,False,6.0,17.0,759,640,76,False,3.0
Rajdhani Night,17/02/2025,160,76,277,,,Monday,False,7.0,16.0,839,722,67,False,7.0
Time Bazar,17/02/2025,110,24,770,,,Monday,False,2.0,14.0,889,229,42,False,22.0
Rajdhani Day,17/03/2018,259,68,369,,,Saturday,True,16.0,18.0,740,630,86,False,1.0
Rajdhani Day,17/03/2020,126,95,889,,,Tuesday,False,9.0,25.0,873,110,59,False,27.0
Kalyan,17/03/2021,235,1,678,,,Wednesday,False,10.0,21.0,764,321,10,False,20.0
Rajdhani Day,17/03/2021,455,43,247,,,Wednesday,False,14.0,13.0,544,752,34,False,52.0
Rajdhani Night,17/03/2021,237,26,600,,,Wednesday,False,12.0,6.0,762,399,62,False,50.0
Time Bazar,17/03/2021,466,61,489,,,Wednesday,False,16.0,21.0,533,510,16,False,37.0
Kalyan,17/03/2022,890,74,158,,,Thursday,False,17.0,14.0,109,841,47,False,73.0
Main Bazar,17/03/2022,278,72,246,,,Thursday,False,17.0,12.0,721,753,27,False,43.0
Milan Night,17/03/2022,128,12,237,,,Thursday,False,11.0,12.0,871,762,21,False,77.0
Rajdhani Day,17/03/2022,570,28,170,,,Thursday,False,12.0,8.0,429,829,82,False,15.0
Rajdhani Night,17/03/2022,120,31,579,,,Thursday,False,3.0,21.0,879,420,13,False,5.0
Time Bazar,17/03/2022,389,8,279,,,Thursday,False,20.0,18.0,610,720,80,False,53.0
Kalyan,17/03/2023,567,89,450,,,Friday,False,18.0,9.0,432,549,98,False,15.0
Main Bazar,17/03/2023,399,13,337,,,Friday,False,21.0,13.0,600,662,31,False,59.0
Milan Day,17/03/2023,446,41,119,,,Friday,False,14.0,11.0,553,880,14,False,54.0
Milan Night,17/03/2023,258,51,489,,,Friday,False,15.0,21.0,741,510,15,False,39.0
Rajdhani Day,17/03/2023,688,23,490,,,Friday,False,22.0,13.0,311,509,32,False,5.0
Rajdhani Night,17/03/2023,115,70,479,,,Friday,False,7.0,20.0,884,520,7,False,39.0
Time Bazar,17/03/2023,590,48,279,,,Friday,False,14.0,18.0,409,720,84,False,40.0
Kalyan,17/03/2025,558,82,778,,,Monday,False,18.0,22.0,441,221,28,False,7.0
Main Bazar,17/03/2025,369,89,135,,,Monday,False,18.0,9.0,630,864,98,False,76.0
Milan Day,17/03/2025,120,36,114,,,Monday,False,3.0,6.0,879,885,63,False,5.0
Milan Night,17/03/2025,467,77,269,,,Monday,False,17.0,17.0,532,730,77,False,26.0
Rajdhani Day,17/03/2025,349,65,113,,,Monday,False,16.0,5.0,650,886,56,False,42.0
Rajdhani Night,17/03/2025,156,28,116,,,Monday,False,12.0,8.0,843,883,82,False,42.0
Time Bazar,17/03/2025,470,13,120,,,Monday,False,11.0,3.0,529,879,31,False,35.0
Rajdhani Day,17/04/2018,370,0,136,,,Tuesday,False,10.0,10.0,629,863,0,False,65.0
Rajdhani Day,17/04/2019,340,72,499,,,Wednesday,False,7.0,22.0,659,500,27,False,72.0
Rajdhani Day,17/04/2020,178,67,124,,,Friday,False,16.0,7.0,821,875,76,False,5.0
Kalyan,17/04/2021,179,79,478,,,Saturday,True,17.0,19.0,820,521,97,False,3.0
Rajdhani Day,17/04/2021,468,89,478,,,Saturday,True,18.0,19.0,531,521,98,False,22.0
Time Bazar,17/04/2021,466,60,280,,,Saturday,True,16.0,10.0,533,719,6,False,47.0
Kalyan,17/04/2023,236,12,345,,,Monday,False,11.0,12.0,763,654,21,False,67.0
Main Bazar,17/04/2023,255,28,350,,,Monday,False,12.0,8.0,744,649,82,False,61.0
Milan Day,17/04/2023,457,69,667,,,Monday,False,16.0,19.0,542,332,96,False,33.0
Milan Night,17/04/2023,588,10,235,,,Monday,False,21.0,10.0,411,764,1,False,67.0
Rajdhani Day,17/04/2023,169,65,249,,,Monday,False,16.0,15.0,830,750,56,False,24.0
Rajdhani Night,17/04/2023,680,44,257,,,Monday,False,14.0,14.0,319,742,44,False,16.0
Time Bazar,17/04/2023,223,72,679,,,Monday,False,7.0,22.0,776,320,27,False,12.0
Kalyan,17/04/2024,357,52,679,,,Wednesday,False,15.0,22.0,642,320,25,False,40.0
Main Bazar,17/04/2024,116,85,249,,,Wednesday,False,8.0,15.0,883,750,58,False,57.0
Milan Day,17/04/2024,778,25,177,,,Wednesday,False,22.0,15.0,221,822,52,False,44.0
Milan Night,17/04/2024,467,73,490,,,Wednesday,False,17.0,13.0,532,509,37,False,63.0
Rajdhani Day,17/04/2024,279,82,589,,,Wednesday,False,18.0,22.0,720,410,28,False,17.0
Rajdhani Night,17/04/2024,247,32,480,,,Wednesday,False,13.0,12.0,752,519,23,False,12.0
Time Bazar,17/04/2024,234,96,169,,,Wednesday,False,9.0,16.0,765,830,69,False,24.0
Kalyan,17/04/2025,558,80,226,,,Thursday,False,18.0,10.0,441,773,8,False,28.0
Main Bazar,17/04/2025,136,3,779,,,Thursday,False,10.0,23.0,863,220,30,False,82.0
Milan Day,17/04/2025,157,38,459,,,Thursday,False,13.0,18.0,842,540,83,False,13.0
Milan Night,17/04/2025,170,87,160,,,Thursday,False,8.0,7.0,829,839,78,False,14.0
Rajdhani Day,17/04/2025,467,74,167,,,Thursday,False,17.0,14.0,532,832,47,False,8.0
Rajdhani Night,17/04/2025,445,39,270,,,Thursday,False,13.0,9.0,554,729,93,False,7.0
Time Bazar,17/04/2025,246,27,557,,,Thursday,False,12.0,17.0,753,442,72,False,69.0
Rajdhani Day,17/05/2018,450,92,570,,,Thursday,False,9.0,12.0,549,429,29,False,18.0
Rajdhani Day,17/05/2019,128,18,369,,,Friday,False,11.0,18.0,871,630,81,False,74.0
Kalyan,17/05/2021,166,37,179,,,Monday,False,13.0,17.0,833,820,73,False,43.0
Rajdhani Day,17/05/2021,390,21,669,,,Monday,False,12.0,21.0,609,330,12,False,3.0
Rajdhani Night,17/05/2021,126,94,167,,,Monday,False,9.0,14.0,873,832,49,False,55.0
Time Bazar,17/05/2021,458,79,135,,,Monday,False,17.0,9.0,541,864,97,False,52.0
Kalyan,17/05/2022,357,54,789,,,Tuesday,False,15.0,24.0,642,210,45,False,17.0
Main Bazar,17/05/2022,118,7,340,,,Tuesday,False,10.0,7.0,881,659,70,False,4.0
Milan Night,17/05/2022,468,89,144,,,Tuesday,False,18.0,9.0,531,855,98,False,2.0
Rajdhani Day,17/05/2022,124,70,488,,,Tuesday,False,7.0,20.0,875,511,7,False,49.0
Rajdhani Night,17/05/2022,134,81,128,,,Tuesday,False,8.0,11.0,865,871,18,False,13.0
Time Bazar,17/05/2022,269,74,347,,,Tuesday,False,17.0,14.0,730,652,47,False,5.0
Kalyan,17/05/2023,389,0,145,,,Wednesday,False,20.0,10.0,610,854,0,False,54.0
Main Bazar,17/05/2023,126,93,148,,,Wednesday,False,9.0,13.0,873,851,39,False,86.0
Milan Day,17/05/2023,122,58,800,,,Wednesday,False,5.0,8.0,877,199,85,False,20.0
Milan Night,17/05/2023,259,64,699,,,Wednesday,False,16.0,24.0,740,300,46,False,25.0
Rajdhani Day,17/05/2023,359,71,335,,,Wednesday,False,17.0,11.0,640,664,17,False,1.0
Rajdhani Night,17/05/2023,678,19,234,,,Wednesday,False,21.0,9.0,321,765,91,False,62.0
Time Bazar,17/05/2023,100,13,689,,,Wednesday,False,1.0,23.0,899,310,31,False,61.0
Kalyan,17/05/2024,267,53,779,,,Friday,False,15.0,23.0,732,220,35,False,53.0
Main Bazar,17/05/2024,138,29,469,,,Friday,False,12.0,19.0,861,530,92,False,64.0
Milan Day,17/05/2024,334,8,170,,,Friday,False,10.0,8.0,665,829,80,False,50.0
Milan Night,17/05/2024,350,84,158,,,Friday,False,8.0,14.0,649,841,48,False,20.0
Rajdhani Day,17/05/2024,790,67,269,,,Friday,False,16.0,17.0,209,730,76,False,4.0
Rajdhani Night,17/05/2024,147,20,280,,,Friday,False,12.0,10.0,852,719,2,False,1.0
Time Bazar,17/05/2024,359,77,124,,,Friday,False,17.0,7.0,640,875,77,False,64.0
Kalyan,17/05/2025,690,57,160,,,Saturday,True,15.0,7.0,309,839,75,False,4.0
Milan Day,17/05/2025,256,34,239,,,Saturday,True,13.0,14.0,743,760,43,False,26.0
Milan Night,17/05/2025,580,32,237,,,Saturday,True,13.0,12.0,419,762,23,False,52.0
Rajdhani Day,17/05/2025,290,13,337,,,Saturday,True,11.0,13.0,709,662,31,False,54.0
Time Bazar,17/05/2025,248,47,340,,,Saturday,True,14.0,7.0,751,659,74,False,30.0
Rajdhani Day,17/06/2019,557,77,115,,,Monday,False,17.0,7.0,442,884,77,False,64.0
Rajdhani Day,17/06/2020,224,80,479,,,Wednesday,False,8.0,20.0,775,520,8,False,3.0
Kalyan,17/06/2021,136,7,557,,,Thursday,False,10.0,17.0,863,442,70,False,50.0
Rajdhani Day,17/06/2021,380,12,246,,,Thursday,False,11.0,12.0,619,753,21,False,68.0
Rajdhani Night,17/06/2021,112,41,678,,,Thursday,False,4.0,21.0,887,321,14,False,21.0
Time Bazar,17/06/2021,477,84,167,,,Thursday,False,18.0,14.0,522,832,48,False,37.0
Kalyan,17/06/2022,236,11,560,,,Friday,False,11.0,11.0,763,439,11,False,4.0
Main Bazar,17/06/2022,448,61,236,,,Friday,False,16.0,11.0,551,763,16,False,32.0
Milan Night,17/06/2022,556,64,257,,,Friday,False,16.0,14.0,443,742,46,False,32.0
Rajdhani Day,17/06/2022,266,42,679,,,Friday,False,14.0,22.0,733,320,24,False,30.0
Rajdhani Night,17/06/2022,260,84,130,,,Friday,False,8.0,4.0,739,869,48,False,43.0
Time Bazar,17/06/2022,128,19,135,,,Friday,False,11.0,9.0,871,864,91,False,65.0
Kalyan,17/06/2023,690,52,200,,,Saturday,True,15.0,2.0,309,799,25,False,41.0
Milan Day,17/06/2023,170,81,236,,,Saturday,True,8.0,11.0,829,763,18,False,47.0
Milan Night,17/06/2023,148,32,345,,,Saturday,True,13.0,12.0,851,654,23,False,32.0
Rajdhani Day,17/06/2023,144,99,126,,,Saturday,True,9.0,9.0,855,873,99,False,57.0
Time Bazar,17/06/2023,467,75,357,,,Saturday,True,17.0,15.0,532,642,57,False,56.0
Kalyan,17/06/2024,669,15,249,,,Monday,False,21.0,15.0,330,750,51,False,37.0
Main Bazar,17/06/2024,445,35,159,,,Monday,False,13.0,15.0,554,840,53,False,26.0
Milan Day,17/06/2024,334,0,235,,,Monday,False,10.0,10.0,665,764,0,False,81.0
Milan Night,17/06/2024,370,1,236,,,Monday,False,10.0,11.0,629,763,10,False,31.0
Rajdhani Day,17/06/2024,179,71,470,,,Monday,False,17.0,11.0,820,529,17,False,28.0
Rajdhani Night,17/06/2024,270,99,289,,,Monday,False,9.0,19.0,729,710,99,False,15.0
Time Bazar,17/06/2024,124,71,236,,,Monday,False,7.0,11.0,875,763,17,False,4.0
Rajdhani Day,17/07/2018,378,82,138,,,Tuesday,False,18.0,12.0,621,861,28,False,11.0
Rajdhani Day,17/07/2019,236,17,160,,,Wednesday,False,11.0,7.0,763,839,71,False,65.0
Rajdhani Day,17/07/2020,479,9,577,,,Friday,False,20.0,19.0,520,422,90,False,8.0
Kalyan,17/07/2021,889,56,259,,,Saturday,True,25.0,16.0,110,740,65,False,41.0
Rajdhani Day,17/07/2021,158,49,568,,,Saturday,True,14.0,19.0,841,431,94,False,40.0
Time Bazar,17/07/2021,368,71,128,,,Saturday,True,17.0,11.0,631,871,17,False,0.0
Kalyan,17/07/2023,469,92,480,,,Monday,False,19.0,12.0,530,519,29,False,36.0
Main Bazar,17/07/2023,270,91,137,,,Monday,False,9.0,11.0,729,862,19,False,56.0
Milan Day,17/07/2023,359,74,167,,,Monday,False,17.0,14.0,640,832,47,False,74.0
Milan Night,17/07/2023,130,49,270,,,Monday,False,4.0,9.0,869,729,94,False,48.0
Rajdhani Day,17/07/2023,157,35,690,,,Monday,False,13.0,15.0,842,309,53,False,14.0
Rajdhani Night,17/07/2023,256,37,269,,,Monday,False,13.0,17.0,743,730,73,False,62.0
Time Bazar,17/07/2023,270,96,358,,,Monday,False,9.0,16.0,729,641,69,False,25.0
Kalyan,17/07/2024,668,2,480,,,Wednesday,False,20.0,12.0,331,519,20,False,90.0
Main Bazar,17/07/2024,360,95,267,,,Wednesday,False,9.0,15.0,639,732,59,False,4.0
Milan Day,17/07/2024,270,99,379,,,Wednesday,False,9.0,19.0,729,620,99,False,25.0
Milan Night,17/07/2024,157,36,349,,,Wednesday,False,13.0,16.0,842,650,63,False,13.0
Rajdhani Day,17/07/2024,339,54,149,,,Wednesday,False,15.0,14.0,660,850,45,False,19.0
Rajdhani Night,17/07/2024,590,49,478,,,Wednesday,False,14.0,19.0,409,521,94,False,12.0
Time Bazar,17/07/2024,556,62,237,,,Wednesday,False,16.0,12.0,443,762,26,False,34.0
Rajdhani Day,17/08/2018,112,40,569,,,Friday,False,4.0,20.0,887,430,4,False,14.0
Rajdhani Day,17/08/2019,245,15,122,,,Saturday,True,11.0,5.0,754,877,51,False,25.0
Rajdhani Day,17/08/2020,450,96,367,,,Monday,False,9.0,16.0,549,632,69,False,81.0
Kalyan,17/08/2021,280,7,124,,,Tuesday,False,10.0,7.0,719,875,70,False,5.0
Rajdhani Day,17/08/2021,256,38,260,,,Tuesday,False,13.0,8.0,743,739,83,False,58.0
Rajdhani Night,17/08/2021,346,38,134,,,Tuesday,False,13.0,8.0,653,865,83,False,11.0
Time Bazar,17/08/2021,258,56,259,,,Tuesday,False,15.0,16.0,741,740,65,False,6.0
Kalyan,17/08/2022,667,91,290,,,Wednesday,False,19.0,11.0,332,709,19,False,84.0
Main Bazar,17/08/2022,135,94,770,,,Wednesday,False,9.0,14.0,864,229,49,False,1.0
Milan Day,17/08/2022,340,71,128,,,Wednesday,False,7.0,11.0,659,871,17,False,28.0
Milan Night,17/08/2022,168,53,337,,,Wednesday,False,15.0,13.0,831,662,35,False,17.0
Rajdhani Day,17/08/2022,339,53,346,,,Wednesday,False,15.0,13.0,660,653,35,False,15.0
Rajdhani Night,17/08/2022,348,52,156,,,Wednesday,False,15.0,12.0,651,843,25,False,14.0
Time Bazar,17/08/2022,467,74,347,,,Wednesday,False,17.0,14.0,532,652,47,False,18.0
Kalyan,17/08/2023,278,74,248,,,Thursday,False,17.0,14.0,721,751,47,False,17.0
Main Bazar,17/08/2023,457,67,250,,,Thursday,False,16.0,7.0,542,749,76,False,27.0
Milan Day,17/08/2023,167,46,790,,,Thursday,False,14.0,16.0,832,209,64,False,25.0
Milan Night,17/08/2023,678,11,380,,,Thursday,False,21.0,11.0,321,619,11,False,42.0
Rajdhani Day,17/08/2023,550,9,126,,,Thursday,False,10.0,9.0,449,873,90,False,44.0
Rajdhani Night,17/08/2023,400,44,680,,,Thursday,False,4.0,14.0,599,319,44,False,8.0
Time Bazar,17/08/2023,590,48,125,,,Thursday,False,14.0,8.0,409,874,84,False,26.0
Kalyan,17/08/2024,125,82,138,,,Saturday,True,8.0,12.0,874,861,28,False,8.0
Milan Day,17/08/2024,177,53,300,,,Saturday,True,15.0,3.0,822,699,35,False,7.0
Milan Night,17/08/2024,115,70,280,,,Saturday,True,7.0,10.0,884,719,7,False,59.0
Rajdhani Day,17/08/2024,466,69,577,,,Saturday,True,16.0,19.0,533,422,96,False,60.0
Time Bazar,17/08/2024,350,82,480,,,Saturday,True,8.0,12.0,649,519,28,False,34.0
Rajdhani Day,17/09/2018,447,57,278,,,Monday,False,15.0,17.0,552,721,75,False,12.0
Rajdhani Day,17/09/2019,360,96,790,,,Tuesday,False,9.0,16.0,639,209,69,False,39.0
Rajdhani Day,17/09/2020,690,53,490,,,Thursday,False,15.0,13.0,309,509,35,False,43.0
Kalyan,17/09/2021,267,55,780,,,Friday,False,15.0,15.0,732,219,55,False,27.0
Rajdhani Day,17/09/2021,258,55,122,,,Friday,False,15.0,5.0,741,877,55,False,2.0
Rajdhani Night,17/09/2021,167,46,114,,,Friday,False,14.0,6.0,832,885,64,False,2.0
Time Bazar,17/09/2021,289,96,123,,,Friday,False,19.0,6.0,710,876,69,False,14.0
Kalyan,17/09/2022,130,43,247,,,Saturday,True,4.0,13.0,869,752,34,False,12.0
Milan Day,17/09/2022,358,65,168,,,Saturday,True,16.0,15.0,641,831,56,False,12.0
Milan Night,17/09/2022,467,77,890,,,Saturday,True,17.0,17.0,532,109,77,False,7.0
Rajdhani Day,17/09/2022,770,45,500,,,Saturday,True,14.0,5.0,229,499,54,False,10.0
Time Bazar,17/09/2022,578,9,234,,,Saturday,True,20.0,9.0,421,765,90,False,87.0
Kalyan,17/09/2024,369,85,267,,,Tuesday,False,18.0,15.0,630,732,58,False,42.0
Main Bazar,17/09/2024,778,26,790,,,Tuesday,False,22.0,16.0,221,209,62,False,41.0
Milan Day,17/09/2024,340,78,170,,,Tuesday,False,7.0,8.0,659,829,87,False,13.0
Milan Night,17/09/2024,240,65,555,,,Tuesday,False,6.0,15.0,759,444,56,False,12.0
Rajdhani Day,17/09/2024,379,96,790,,,Tuesday,False,19.0,16.0,620,209,69,False,51.0
Rajdhani Night,17/09/2024,347,41,560,,,Tuesday,False,14.0,11.0,652,439,14,False,5.0
Time Bazar,17/09/2024,558,80,118,,,Tuesday,False,18.0,10.0,441,881,8,False,71.0
Rajdhani Day,17/10/2018,259,61,669,,,Wednesday,False,16.0,21.0,740,330,16,False,35.0
Rajdhani Day,17/10/2019,277,65,690,,,Thursday,False,16.0,15.0,722,309,56,False,4.0
Rajdhani Day,17/10/2020,156,27,160,,,Saturday,True,12.0,7.0,843,839,72,False,38.0
Time Bazar,17/10/2021,450,94,248,,,Sunday,True,9.0,14.0,549,751,49,False,14.0
Kalyan,17/10/2022,780,51,489,,,Monday,False,15.0,21.0,219,510,15,False,34.0
Main Bazar,17/10/2022,367,66,123,,,Monday,False,16.0,6.0,632,876,66,False,40.0
Milan Day,17/10/2022,244,2,480,,,Monday,False,10.0,12.0,755,519,20,False,76.0
Milan Night,17/10/2022,100,14,266,,,Monday,False,1.0,14.0,899,733,41,False,51.0
Rajdhani Day,17/10/2022,669,16,268,,,Monday,False,21.0,16.0,330,731,61,False,11.0
